Name,CPU,vCPUs,NUMA Nodes,Memory,Avg Score,StdDev,StdDev%,#Runs
Standard_F8s,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,8,1,16,127871,5109,4.00%,154
Standard_F8s,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,8,1,16,122811,5481,4.46%,126
Standard_F8s,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,8,1,16,154842,10354,6.69%,28
Standard_F16s,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,16,2,32,260883,15853,6.08%,42
Standard_F16s,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,16,1,32,255762,4966,1.94%,182
Standard_F16s,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,16,1,32,248884,11035,4.43%,70
Standard_F16s,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,16,1,32,310303,21942,7.07%,28
Standard_F1,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,1,1,2,17356,1151,6.63%,112
Standard_F1,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,1,1,2,16508,1740,10.54%,154
Standard_F1,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,1,1,2,16076,2065,12.84%,70
Standard_F1,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,1,1,2,20074,1612,8.03%,14
Standard_F2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,2,1,4,32770,1915,5.84%,126
Standard_F2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,2,1,4,33081,2242,6.78%,126
Standard_F2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,2,1,4,33310,2532,7.60%,84
Standard_F2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,2,1,4,40746,2027,4.98%,14
Standard_F4,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,4,1,8,65694,3512,5.35%,126
Standard_F4,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,4,1,8,65054,3457,5.31%,154
Standard_F4,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,4,1,8,61607,3662,5.94%,56
Standard_F4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,4,1,8,76884,1763,2.29%,14
Standard_F8,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,8,1,16,130415,5353,4.10%,98
Standard_F8,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,8,1,16,126139,2917,2.31%,126
Standard_F8,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,8,1,16,122443,4391,3.59%,98
Standard_F8,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,8,1,16,144696,2172,1.50%,14
Standard_F16,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,16,2,32,253473,8597,3.39%,140
Standard_F16,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,16,1,32,257457,7596,2.95%,126
Standard_F16,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,16,1,32,244559,8036,3.29%,70
Standard_F16,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,16,1,32,283565,8683,3.06%,14
Standard_GS1,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,2,1,28,35593,2888,8.11%,252
Standard_GS2,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,4,1,56,72188,5949,8.24%,252
Standard_GS3,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,8,1,112,132665,6910,5.21%,238
Standard_GS4,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,16,1,224,261542,3722,1.42%,252
Standard_GS4-4,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,4,1,224,79352,4935,6.22%,224
Standard_GS4-8,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,8,1,224,137774,6887,5.00%,238
Standard_GS5,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.0 0GHz,32,2,448,507026,6895,1.36%,252
Standard_GS5-8,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,8,2,448,157541,3151,2.00%,238
Standard_GS5-16,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,16,2,448,278656,5235,1.88%,224
Standard_G1,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,2,1,28,36386,4100,11.27%,252
Standard_G2,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,4,1,56,72484,5563,7.67%,252
Standard_G3,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,8,1,112,136618,5714,4.18%,252
Standard_G4,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,16,1,224,261708,3426,1.31%,238
Standard_G5,Intel(R) Xeon(R) CPU E5-2698B v3 @ 2.00 GHz,32,2,448,507423,7261,1.43%,252
Standard_B1ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,1,1,2,18093,679,3.75%,42
Standard_B1ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,1,1,2,18197,1341,7.37%,168
Standard_B1ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,1,1,2,17975,920,5.12%,112
Standard_B1ms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,1,1,2,20176,1568,7.77%,28
Standard_B2s,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,2,1,4,35546,660,1.86%,42
Standard_B2s,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,2,1,4,36569,2172,5.94%,154
Standard_B2s,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,2,1,4,36136,924,2.56%,140
Standard_B2s,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,2,1,4,42546,834,1.96%,14
Standard_B2hms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,2,1,8,36949,1494,4.04%,28
Standard_B2hms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,2,1,8,36512,2537,6.95%,70
Standard_B2hms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,2,1,8,36389,990,2.72%,56
Standard_B2ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,2,1,8,35758,1028,2.88%,42
Standard_B2ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,2,1,8,36028,1605,4.45%,182
Standard_B2ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,2,1,8,36122,2128,5.89%,112
Standard_B2ms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,2,1,8,42525,672,1.58%,14
Standard_B4hms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,4,1,16,71028,879,1.24%,28
Standard_B4hms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,4,1,16,73126,2954,4.04%,56
Standard_B4hms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,4,1,16,68451,1571,2.29%,56
Standard_B4hms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,4,1,16,83525,563,0.67%,14
Standard_B4ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,4,1,16,70831,1135,1.60%,28
Standard_B4ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,4,1,16,70987,2287,3.22%,168
Standard_B4ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,4,1,16,68796,1897,2.76%,84
Standard_B4ms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,4,1,16,81712,4042,4.95%,70
Standard_B8ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,8,1,32,141620,2256,1.59%,42
Standard_B8ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,8,1,32,139090,3229,2.32%,182
Standard_B8ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,8,1,32,135510,2653,1.96%,112
Standard_B8ms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,8,1,32,164510,2254,1.37%,14
Standard_B12ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,12,1,48,206957,5240,2.53%,56
Standard_B12ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,12,1,48,211461,4115,1.95%,154
Standard_B12ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,12,1,48,200729,3475,1.73%,140
Standard_B16ms,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40 GHz,16,2,64,273257,3862,1.41%,42
Standard_B16ms,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30 GHz,16,1,64,282187,5030,1.78%,154
Standard_B16ms,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60 GHz,16,1,64,265834,5545,2.09%,112
Standard_B16ms,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60 GHz,16,1,64,331694,3537,1.07%,28
Standard_D2as_v4,AMD EPYC 7452 32-Core Processor,2,1,8,37986,1199,3.16%,238
Standard_D4as_v4,AMD EPYC 7452 32-Core Processor,4,1,16,75828,1343,1.77%,196
Standard_D8as_v4,AMD EPYC 7452 32-Core Processor,8,1,32,150134,2511,1.67%,210
Standard_D16as_v4,AMD EPYC 7452 32-Core Processor,16,2,64,286789,5984,2.09%,224
Standard_D32as_v4,AMD EPYC 7452 32-Core Processor,32,4,128,566270,8484,1.50%,140
Standard_D48as_v4,AMD EPYC 7452 32-Core Processor,48,6,192,829547,15679,1.89%,126
Standard_D64as_v4,AMD EPYC 7452 32-Core Processor,64,8,256,1088030,16708,1.54%,28
Standard_D96as_v4,AMD EPYC 7452 32-Core Processor,96,12,384,N/A,-,-,-
Standard_D2a_v4,AMD EPYC 7452 32-Core Processor,2,1,8,38028,995,2.62%,238
Standard_D4a_v4,AMD EPYC 7452 32-Core Processor,4,1,16,75058,1874,2.50%,238
Standard_D8a_v4,AMD EPYC 7452 32-Core Processor,8,1,32,149706,2520,1.68%,168
Standard_D16a_v4,AMD EPYC 7452 32-Core Processor,16,2,64,287479,4907,1.71%,238
Standard_D32a_v4,AMD EPYC 7452 32-Core Processor,32,4,128,567019,11019,1.94%,210
Standard_D48a_v4,AMD EPYC 7452 32-Core Processor,48,6,192,835617,13097,1.57%,140
Standard_D64a_v4,AMD EPYC 7452 32-Core Processor,64,8,256,1099165,21962,2.00%,252
Standard_D96a_v4,AMD EPYC 7452 32-Core Processor,96,12,384,N/A,-,-,-
Standard_D2ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,8,34621,1588,4.59%,336
Standard_D4ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,16,66583,2327,3.49%,336
Standard_D8ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,32,131888,3913,2.97%,336
Standard_D16ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,64,262436,9177,3.50%,336
Standard_D32ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,128,531747,5956,1.12%,322
Standard_D48ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,1,192,750843,15060,2.01%,420
Standard_D48ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,192,753948,31559,4.19%,252
Standard_D2d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,8,34704,1455,4.19%,336
Standard_D4d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,16,66629,2005,3.01%,336
Standard_D8d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,32,131953,3911,2.96%,336
Standard_D16d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,64,263568,7317,2.78%,336
Standard_D32d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,128,527571,11076,2.10%,336
Standard_D48d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,1,192,742908,19323,2.60%,378
Standard_D48d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,192,759921,18783,2.47%,280
Standard_D2s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,8,31643,3054,9.65%,406
Standard_D4s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,16,60878,4594,7.55%,392
Standard_D8s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,32,119076,7683,6.45%,406
Standard_D16s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,64,242206,16772,6.92%,406
Standard_D32s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,128,483021,28105,5.82%,392
Standard_D48s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,1,192,694366,33144,4.77%,280
Standard_D48s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,192,705192,24651,3.50%,126
Standard_D64s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,256,1023014,17746,1.73%,364
Standard_D2_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,8,31469,2948,9.37%,406
Standard_D4_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,16,61806,4467,7.23%,406
Standard_D8_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,32,120421,8407,6.98%,392
Standard_D16_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,64,245522,17151,6.99%,812
Standard_D32_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,128,487165,28119,5.77%,378
Standard_D48_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,1,192,688018,24945,3.63%,252
Standard_D48_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,192,696691,30283,4.35%,112
Standard_D64_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,256,1018300,23085,2.27%,392
Standard_D2s_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,8,23534,724,3.08%,42
Standard_D2s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,8,24742,2045,8.27%,112
Standard_D2s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,8,24822,3702,14.91%,126
Standard_D2s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,8,30392,1514,4.98%,28
Standard_D4s_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,16,44404,537,1.21%,28
Standard_D4s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,16,45725,4388,9.60%,154
Standard_D4s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,16,46590,3963,8.51%,112
Standard_D4s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,16,50797,306,0.60%,28
Standard_D8s_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,32,89102,849,0.95%,56
Standard_D8s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,32,89422,6441,7.20%,154
Standard_D8s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,32,85673,2704,3.16%,112
Standard_D8s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,32,101753,1013,1.00%,14
Standard_D16s_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,1,64,179390,1403,0.78%,42
Standard_D16s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,64,173313,14382,8.30%,98
Standard_D16s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,64,171750,1261,0.73%,70
Standard_D16s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,64,204568,2434,1.19%,14
Standard_D32s_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,32,2,128,358426,6880,1.92%,56
Standard_D32s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,1,128,364032,20351,5.59%,84
Standard_D32s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,128,346172,2859,0.83%,84
Standard_D2_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,8,23795,1893,7.96%,70
Standard_D2_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,8,24582,2036,8.28%,154
Standard_D2_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,8,24376,1915,7.86%,84
Standard_D4_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,16,45883,3929,8.56%,70
Standard_D4_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,16,46836,5296,11.31%,140
Standard_D4_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,16,46281,4133,8.93%,112
Standard_D8_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,32,88815,1091,1.23%,126
Standard_D8_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,32,89625,6366,7.10%,112
Standard_D8_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,32,87549,3215,3.67%,98
Standard_D32_v3,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,32,2,128,353069,3792,1.07%,70
Standard_D32_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,32,1,128,358984,19517,5.44%,126
Standard_D32_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,32,1,128,356479,16176,4.54%,126
Standard_DS1_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,3.5,17338,2482,14.32%,98
Standard_DS1_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,3.5,18579,2267,12.20%,112
Standard_DS1_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,3.5,18617,2963,15.92%,168
Standard_DS1_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,3.5,20095,2368,11.79%,154
Standard_DS2_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,7,33367,1923,5.76%,98
Standard_DS2_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,7,34329,4015,11.70%,182
Standard_DS2_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,7,34084,3226,9.46%,154
Standard_DS2_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,7,38782,4385,11.31%,112
Standard_DS3_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,14,67964,4394,6.47%,112
Standard_DS3_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,14,67396,5434,8.06%,168
Standard_DS3_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,14,63593,4477,7.04%,112
Standard_DS3_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,14,78599,8145,10.36%,140
Standard_DS4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,28,129452,4586,3.54%,98
Standard_DS4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,28,128545,6193,4.82%,140
Standard_DS4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,28,125892,6614,5.25%,140
Standard_DS4_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,28,150995,10036,6.65%,98
Standard_DS5_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,56,250112,1907,0.76%,84
Standard_DS5_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,56,263493,11774,4.47%,182
Standard_DS5_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,56,248170,10260,4.13%,126
Standard_DS5_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,56,304566,25421,8.35%,98
Standard_D1_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,3.5,17093,1249,7.30%,224
Standard_D1_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,3.5,17229,1954,11.34%,182
Standard_D1_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,3.5,16474,1558,9.46%,112
Standard_D1_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,1,1,3.5,21631,306,1.41%,14
Standard_D2_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,7,33613,1961,5.83%,196
Standard_D2_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,7,34301,2859,8.34%,168
Standard_D2_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,7,34041,2386,7.01%,140
Standard_D2_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,7,37309,911,2.44%,14
Standard_D3_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,14,65186,3256,4.99%,196
Standard_D3_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,14,66161,3850,5.82%,168
Standard_D3_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,14,65731,4742,7.21%,126
Standard_D3_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,14,78383,5224,6.67%,28
Standard_D4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,28,129637,5291,4.08%,238
Standard_D4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,28,126313,2045,1.62%,182
Standard_D4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,28,120903,1877,1.55%,84
Standard_D4_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,28,145529,1683,1.16%,14
Standard_D5_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,56,253120,9301,3.67%,238
Standard_D5_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,56,258915,10136,3.91%,126
Standard_D5_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,56,242876,4157,1.71%,112
Standard_D5_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,56,284831,20223,7.10%,28
